"","class","order","family","genus","species","subspecies","common_name","adult_body_mass_g","C_E","I_m","E_alpha","log_bodymass","log_C_E","log_I_m","log_E_alpha","scale_log_bodymass","scale_log_C_E","scale_log_I_m","scale_log_E_alpha"
"11802","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","herbertensis",NA,"Herbert River Ringtail",1098.34,1.58657468315822,0.10697962379591,4.01328231516911,7.00155522805281,0.46157740509529,-2.23511689446859,1.3896094389646,0.338567335547838,-1.51931770382736,-0.598752122869017,-0.993152787461337
"11805","Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus",NA,"Honey possum",10,5.345895,0.3005,4.1196388261851,2.30258509299405,1.67632897667087,-1.20230752500687,1.41576549597146,-1.14628836493887,-0.546219150418046,0.129609652113682,-0.962858334884484
"11806","Mammalia","Diprotodontia","Vombatidae","Lasiorhinus","krefftii",NA,"Northern Hairy-nosed Wombat",28632.6,3.98265751611991,0.133292121567724,18.5101383004489,10.2623012078005,1.38194931409019,-2.01521215656195,2.9183185982187,1.36894997614892,-0.78203726377832,-0.443670062263522,0.777427813302894
"11807","Mammalia","Diprotodontia","Vombatidae","Lasiorhinus","latifrons",NA,"Southern Hairy-nosed Wombat",26163.8,3.93118258815616,0.145869483790581,15.1777455298421,10.1721320549608,1.36894029363276,-1.92504300372224,2.71983024511724,1.34045688580064,-0.792458373151306,-0.38008062731751,0.547534752643424
"11808","Mammalia","Diprotodontia","Vombatidae","Vombatus","ursinus",NA,"Common Wombat",25750,4.44865631067961,0.221359223300971,12.8290071709928,10.1561899060919,1.492602097925,-1.50796845226924,2.55170879223445,1.33541923075164,-0.693396864868848,-0.0859497164459833,0.35281322484686
"11814","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus","amurensis",NA,"Amur Hedgehog",774.475,16.4887451499403,0.303431356725524,11.1916854778029,6.65218538044634,2.80267803603738,-1.19259986630218,2.41517113455612,0.228167866113852,0.356062983600419,0.136455724326176,0.194672661289956
"11815","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus","concolor",NA,"Southern White-Breasted Hedgehog",771,16.8980544747082,0.304798962386511,12.5307905555603,6.64768837356333,2.82719849546248,-1.18810285941917,2.52818885993927,0.226746829990308,0.375705537809706,0.139627120725425,0.325571983044231
"11816","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus","europaeus",NA,"West European Hedgehog",777.95,23.447733815656,0.302075968892602,15.9864873384123,6.65666225476097,3.15477385123123,-1.19707674061681,2.77174382406459,0.2295825404266,0.638115657121315,0.133298525893829,0.607662066752848
"11817","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus","roumanicus",NA,"Northern White-Breasted Hedgehog",771,16.8980544747082,0.304798962386511,12.5307905555603,6.64768837356333,2.82719849546248,-1.18810285941917,2.52818885993927,0.226746829990308,0.375705537809706,0.139627120725425,0.325571983044231
"11835","Mammalia","Hyracoidea","Procaviidae","Procavia","capensis",NA,"Rock Hyrax",2750,6.21090909090909,0.181818181818182,10.22,7.91935619066062,1.82630727668194,-1.70474809223843,2.32434658477556,0.628588755576155,-0.426076340811082,-0.224723407009142,0.089477906001731
"11840","Mammalia","Lagomorpha","Leporidae","Lepus","americanus",NA,"Snowshoe Hare",1565.61,12.0588497994145,0.2564176263565,7.60898805634183,7.35603080338901,2.48979881356785,-1.36094781075832,2.02933018751801,0.450580194449458,0.105425465690455,0.0177327428502583,-0.252215807762919
"11841","Mammalia","Lagomorpha","Leporidae","Lepus","arcticus",NA,"Arctic Hare",3030.43,13.4579992110278,0.162351547470161,11.9482763956296,8.01645980262597,2.59957366614135,-1.81799124878693,2.48058703329935,0.659273107172443,0.193362582002591,-0.304585179130068,0.270438624092741
"11843","Mammalia","Lagomorpha","Leporidae","Lepus","californicus",NA,"Black-tailed Jackrabbit",2317,38.1390487699612,0.561070349589987,10.1960698480574,7.74802852443238,3.6412386593778,-0.577908980982748,2.32200233702565,0.574449900776452,1.02780702461466,0.569950382232207,0.0867627527861912
"11845","Mammalia","Lagomorpha","Leporidae","Lepus","capensis",NA,"Cape Hare",2202.555,29.5908281307845,0.421855526876741,16.2387943071391,7.6973733291217,3.38746445286688,-0.863092376935072,2.78740308980621,0.558443062393901,0.8245166407808,0.368832256648502,0.625798932079049
"11849","Mammalia","Lagomorpha","Leporidae","Lepus","corsicanus",NA,"Corsican Hare",3673.33,17.30963635516,0.177630378974936,17.0747085319032,8.20885388659737,2.85126336117774,-1.72805041026513,2.83759833543726,0.720068865416027,0.394983130498995,-0.241156756880848,0.683936039210863
"11850","Mammalia","Lagomorpha","Leporidae","Lepus","europaeus",NA,"European Hare",3673.33,17.30963635516,0.177630378974936,17.0747085319032,8.20885388659737,2.85126336117774,-1.72805041026513,2.83759833543726,0.720068865416027,0.394983130498995,-0.241156756880848,0.683936039210863
"11852","Mammalia","Lagomorpha","Leporidae","Lepus","granatensis",NA,"Granada Hare",2323.94,27.263089872544,0.399820993657323,16.2387943071391,7.75101930008258,3.30553376806741,-0.916738347895953,2.78740308980621,0.57539497387661,0.758884594917478,0.330999839762023,0.625798932079049
"11853","Mammalia","Lagomorpha","Leporidae","Lepus","habessinicus",NA,"Abyssinian Hare",2047.11,31.8377744496388,0.45388865278368,16.2387943071391,7.62418432139386,3.46065346059473,-0.789903369207222,2.78740308980621,0.535315629740766,0.883146009296914,0.420446888693971,0.625798932079049
"11860","Mammalia","Lagomorpha","Leporidae","Lepus","othus",NA,"Alaskan Hare",3067.925,19.2092504934117,0.16036897903306,20.0509868421053,8.02875671629525,2.95539195953891,-1.83027799980294,2.99827837159898,0.66315888253075,0.478397213513824,-0.313250088689769,0.870038773819219
"11862","Mammalia","Lagomorpha","Leporidae","Lepus","saxatilis",NA,"Scrub Hare",2686,19.3101352563291,0.24292442293373,15.6718568919581,7.89580837708318,2.96063010088659,-1.41500490075094,2.75186654915326,0.621147741009244,0.482593320674538,-0.0203896049726989,0.584639821389163
"11864","Mammalia","Lagomorpha","Leporidae","Lepus","starcki",NA,"Ethiopian Highland Hare",2358,27.6401299633588,0.394045801526718,16.2387943071391,7.76556908109732,3.31926870089126,-0.931288128910684,2.78740308980621,0.579992646272816,0.769887209423033,0.320738987528447,0.625798932079049
"11865","Mammalia","Lagomorpha","Leporidae","Lepus","tibetanus",NA,"Desert Hare",2078.555,18.0140265151611,0.447022089865315,7.4685149206971,7.63942821973302,2.89115070528015,-0.805147267546389,2.01069617358333,0.540132640425229,0.42693560354256,0.409696528385216,-0.2737980841478
"11866","Mammalia","Lagomorpha","Leporidae","Lepus","timidus",NA,"Mountain Hare",3027.715,15.7571111406622,0.162497130674453,20.0620632127949,8.01556348859527,2.75729176437016,-1.81709493475622,2.99883062932837,0.658989875536646,0.319705495915319,-0.303953077120106,0.870678409433594
"11867","Mammalia","Lagomorpha","Leporidae","Lepus","tolai",NA,"Tolai Hare",2078.555,18.0140265151611,0.447022089865315,7.4685149206971,7.63942821973302,2.89115070528015,-0.805147267546389,2.01069617358333,0.540132640425229,0.42693560354256,0.409696528385216,-0.2737980841478
"11868","Mammalia","Lagomorpha","Leporidae","Lepus","townsendii",NA,"White-tailed Jackrabbit",2620,29.9864137385496,0.281295801526718,9.50498865423358,7.87092959675514,3.40074440370145,-1.26834848884933,2.25181678227672,0.613286146291791,0.83515478379609,0.0830359909249462,0.00547248188013977
"11871","Mammalia","Lagomorpha","Leporidae","Oryctolagus","cuniculus",NA,"European Rabbit",1900,25.8778765157895,0.111857894736842,19.6648887452185,7.54960916515453,3.25338841509899,-2.19052601028393,2.97883474836553,0.511750179722161,0.717112623818252,-0.567305568922943,0.84751879224044
"11882","Mammalia","Lagomorpha","Leporidae","Sylvilagus","cognatus",NA,"Manzano Mountain Cottontail",1207.19,17.2274041368799,0.0981618469337884,26.7073170731707,7.09605062378779,2.84650137969332,-2.3211376632126,3.28493757554629,0.368427501285,0.391168459744681,-0.659416018511651,1.20205302418669
"11885","Mammalia","Lagomorpha","Leporidae","Sylvilagus","floridanus",NA,"Eastern Cottontail",1178.595,17.64537436524,0.100543443676581,26.7073170731707,7.07207833007342,2.87047367340769,-2.29716536949823,3.28493757554629,0.360852352698728,0.410371895970822,-0.642510185822212,1.20205302418669
"11891","Mammalia","Lagomorpha","Leporidae","Sylvilagus","robustus",NA,"Robust Cottontail",1207.19,17.2274041368799,0.0981618469337884,26.7073170731707,7.09605062378779,2.84650137969332,-2.3211376632126,3.28493757554629,0.368427501285,0.391168459744681,-0.659416018511651,1.20205302418669
"11892","Mammalia","Lagomorpha","Leporidae","Sylvilagus","transitionalis",NA,"New England Cottontail",1150,17.4493624299858,0.10304347826087,27.3282990853647,7.0475172213573,2.85930311101738,-2.27260426078211,3.30792276182923,0.353091140935473,0.401423516436167,-0.625189106764476,1.22867491278541
"11914","Mammalia","Lagomorpha","Ochotonidae","Ochotona","princeps",NA,"American Pika",140.2,25.6378544935806,0.578601997146933,7.35084431999252,4.94306997460049,3.24406995045378,-0.547140434757617,1.99481518009566,-0.311905741552977,0.709647900430832,0.591649094119236,-0.292191758850343
"11917","Mammalia","Lagomorpha","Ochotonidae","Ochotona","rufescens",NA,"Afghan Pika",250,21.6643467915,0.30132,21.4676334685823,5.52146091786225,3.07566790433346,-1.19958245602464,3.06654638078437,-0.12913652520822,0.574746418263328,0.131531435687241,0.949108106258764
"11930","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","rufescens",NA,"Rufous Elephant Shrew",55.5,22.9828475675676,0.522432432432432,35.3967997413932,4.01638302075239,3.13474817978153,-0.649259619423985,3.56662141326765,-0.604735099143863,0.622073733509332,0.519632212008506,1.5283047088836
"11934","Mammalia","Macroscelidea","Macroscelididae","Rhynchocyon","chrysopygus",NA,"Golden-rumped Elephant Shrew",537.6,7.53348214285714,0.334821428571429,47.9978959826419,6.28711478920894,2.01935737089165,-1.09415793831873,3.87115717625221,0.112807024717031,-0.271430097244313,0.205879317410074,1.88102393668131
"11939","Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus",NA,"Short-beaked Echidna",3169.5,4.62344680548983,0.161039596150812,32.7057971670363,8.06132912572422,1.53114048872223,-1.82610500541075,3.48755234558597,0.673451633161008,-0.662524995086566,-0.310307193618942,1.43672538098449
"11957","Mammalia","Peramelemorphia","Peramelidae","Isoodon","auratus",NA,"Golden Bandicoot",467.5,12.1558286856507,0.327155080213904,13.8572715753653,6.14739934872874,2.4978087819683,-1.11732096908788,2.62881011834881,0.0686575063586986,0.111841994671123,0.189544196231042,0.442113476294229
"11958","Mammalia","Peramelemorphia","Peramelidae","Isoodon","macrourus",NA,"Northern Brown Bandicoot",1551,2.29277079303675,0.0805931656995487,7.13540987879578,7.34665516317654,0.829761039453739,-2.51834142587424,1.96506969550108,0.447617529777186,-1.22437759395906,-0.798488810502643,-0.326643556083766
"11959","Mammalia","Peramelemorphia","Peramelidae","Isoodon","obesulus",NA,"Southern Brown Bandicoot",717,7.70753564346875,0.213312412831241,12.4348377510102,6.57507584059962,2.04219850528499,-1.54499746095876,2.52050202940267,0.203801561048608,-0.253132796498644,-0.112063455624204,0.316668946814564
"11963","Mammalia","Peramelemorphia","Peramelidae","Perameles","bougainville",NA,"Western Barred Bandicoot",226,18.4778761061947,0.442477876106195,17.6416666666667,5.42053499927229,2.91657413029019,-0.815364813284194,2.87026352835282,-0.161028710354718,0.447301494543543,0.40249087168844,0.721769499255496
"11965","Mammalia","Peramelemorphia","Peramelidae","Perameles","gunnii",NA,"Eastern Barred Bandicoot",801.5,7.74296450584841,0.16337492202121,21.2690042287555,6.68648497204961,2.04678462536314,-1.81170758433727,3.05725081235488,0.239006399378086,-0.249459002680854,-0.300153789246053,0.938341798596712
"11966","Mammalia","Peramelemorphia","Peramelidae","Perameles","nasuta",NA,"Long-nosed Bandicoot",720.26,7.43892544043123,0.177755255046789,14.8842322288717,6.57961225793629,2.00672640836441,-1.7273476464782,2.70030241294743,0.205235050717308,-0.28154835652549,-0.240661151114309,0.524917238641141
"11973","Mammalia","Perissodactyla","Equidae","Equus","burchellii",NA,"Burchell's Zebra",280000,15.9661071428571,0.677678571428571,15.4111111111111,12.5425448821514,2.77046817188988,-0.38908218689351,2.73508874998457,2.08949782409057,0.33026069369945,0.70311553639692,0.565207448951427
"11978","Mammalia","Perissodactyla","Equidae","Equus","quagga",NA,"Quagga",3e+05,8.4647916653,0.683333333333333,8.31242100290934,12.6115377536383,2.13591540397686,-0.380772495517793,2.11775090252741,2.11129929453534,-0.178059192412847,0.708975728741157,-0.149805220534058
"11979","Mammalia","Perissodactyla","Equidae","Equus","zebra",NA,"Mountain Zebra",296000,6.34938976013513,0.395600608108108,9.67666005946482,12.5981147333062,1.84835870752051,-0.92735014205552,2.2697168065709,2.10705767399189,-0.408411646274587,0.323516149684888,0.0262046372261195
"11980","Mammalia","Perissodactyla","Rhinocerotidae","Ceratotherium","simum",NA,"White Rhinoceros",2230000,2.3263302309417,0.123086255605381,8.10660936081066,14.6175121434363,0.844292017768811,-2.09486990429679,2.09267969942592,2.74517914950586,-1.2127372929223,-0.499846603885626,-0.178843174274701
"11982","Mammalia","Perissodactyla","Rhinocerotidae","Diceros","bicornis",NA,"Black Rhinoceros",995940.54,7.95777334180595,0.428605386421964,9.27824936174699,13.8114428359895,2.0741492297954,-0.847218628541545,2.22767288263867,2.49046448400506,-0.227538095056003,0.380026802222352,-0.0224914510021505
"11984","Mammalia","Perissodactyla","Rhinocerotidae","Rhinoceros","unicornis",NA,"Indian Rhinoceros",1600000,7.6401285,0.5536325,8.11416862392593,14.28551418721,2.03341442240871,-0.591254169754446,2.0936117464177,2.6402691280153,-0.26016944377694,0.560539037148942,-0.177763659369818
"11985","Mammalia","Perissodactyla","Tapiridae","Tapirus","bairdii",NA,"Baird's Tapir",3e+05,11.939739334875,0.5728812,15.187569496249,12.6115377536383,2.47987227647615,-0.557076913606133,2.720477296975,2.11129929453534,0.0974736349537629,0.584641652489465,0.548284180656014
"11994","Mammalia","Pholidota","Manidae","Manis","temminckii",NA,"Ground Pangolin",9586.87,0.312543179683995,0.0989582627072235,1.52657308686354,9.16814973295585,-1.16301264436218,-2.31305710655702,0.42302541076498,1.02320250214445,-2.82072472728958,-0.653717417431402,-2.11266915784394
"11995","Mammalia","Pholidota","Manidae","Manis","tetradactyla",NA,"Long-tailed Pangolin",2089.99,1.07010081387949,0.191388475542945,2.57382639210753,7.64491456025841,0.067752862614488,-1.65345001315043,0.94539366016563,0.541866302008469,-1.83479792344798,-0.188546779412119,-1.50765211896177
"12003","Mammalia","Pilosa","Myrmecophagidae","Myrmecophaga","tridactyla",NA,"Giant Anteater",29531.83,3.60525222446425,0.11851585221776,7.99491829850616,10.2932239436949,1.28239173346679,-2.13270855336436,2.07880612716005,1.37872143656424,-0.86178965097623,-0.526531320748885,-0.194911814780027
"12012","Mammalia","Primates","Aotidae","Aotus","trivirgatus",NA,"Three-striped Night Monkey",872.98,14.8193580608949,0.41238058145662,11.247868453106,6.77191264606973,2.6959343032007,-0.885808614619574,2.42017863986354,0.266001201452202,0.270554000167564,0.352812224598022,0.200472451068064
"12016","Mammalia","Primates","Atelidae","Alouatta","coibensis",NA,"Coiba Island Howler",5659.14,2.33250988666122,0.194375823888435,5.67015482163557,8.64102721618975,0.846944892384708,-1.63796175740329,1.73521642276997,0.856633902775122,-1.21061216008731,-0.177624092437219,-0.592864075046603
"12020","Mammalia","Primates","Atelidae","Alouatta","palliata",NA,"Mantled Howler",5659.14,2.56576087532735,0.194375823888435,6.23717030379913,8.64102721618975,0.942255072189033,-1.63796175740329,1.8305266025743,0.856633902775122,-1.13426222956409,-0.177624092437219,-0.482473976056663
"12025","Mammalia","Primates","Atelidae","Ateles","chamek",NA,"Peruvian Spider Monkey",7294.46,9.61208917452423,0.51957238781212,8.48900628742132,8.89487043491339,2.26302159524736,-0.654749136836921,2.13877194841068,0.936847340936712,-0.0762384961084473,0.515760873536074,-0.125458237444846
"12026","Mammalia","Primates","Atelidae","Ateles","fusciceps",NA,"Black-headed Spider Monkey",7267.5,6.12888430271758,0.275197798417613,8.97056199970756,8.89116763243303,1.81301272730104,-1.29026517289095,2.19394832736421,0.935677270216381,-0.436726178253979,0.0675798231535358,-0.0615518850794238
"12027","Mammalia","Primates","Atelidae","Ateles","geoffroyi",NA,"Geoffroy's Spider Monkey",7267.5,4.14778121775026,0.275197798417613,8.74981232043201,8.89116763243303,1.42257354494306,-1.29026517289095,2.169032251046,0.935677270216381,-0.749494494374845,0.0675798231535358,-0.0904101679706593
"12030","Mammalia","Primates","Atelidae","Ateles","paniscus",NA,"Red-faced Spider Monkey",7887.5,9.08158478605388,0.480507131537242,8.28269445505754,8.97303450684947,2.2062487132926,-0.732913208772997,2.11416833273793,0.961546873909182,-0.12171743237473,0.46063770767546,-0.153954622355681
"12038","Mammalia","Primates","Cebidae","Callimico","goeldii",NA,"Goeldi's Marmoset",556.5,8.29865229110512,0.386343216531896,16.7775152791331,6.3216671707156,2.11609312705273,-0.951029142587937,2.82003961374173,0.123725438576011,-0.193938183188824,0.306817154335343,0.663599187154906
"12040","Mammalia","Primates","Cebidae","Callithrix","aurita",NA,"Buffy-tufted Marmoset",272.705,25.4436992354376,0.354962321922957,12.2431865828092,5.60839062485031,3.2364681380989,-1.03574363056777,2.50496958493393,-0.101667086745563,0.703558332177605,0.247074479010947,0.298678968346574
"12043","Mammalia","Primates","Cebidae","Callithrix","flaviceps",NA,"Buffy-headed Marmoset",290.21,22.6281382447193,0.333551566107302,12.2431865828092,5.67060479885019,3.11919418691599,-1.09795780456766,2.50496958493393,-0.0820076574962561,0.60961392830195,0.203199561196004,0.298678968346574
"12044","Mammalia","Primates","Cebidae","Callithrix","geoffroyi",NA,"White-headed Marmoset",299.605,23.8829659051084,0.323092071227116,12.625786163522,5.70246494042236,3.1731654811936,-1.12981794613983,2.53574124360069,-0.071939980649621,0.652848602465858,0.18073103026197,0.334319300295182
"12045","Mammalia","Primates","Cebidae","Callithrix","humeralifera",NA,"Santarem Marmoset",299.605,22.2183955541463,0.323092071227116,11.7458071278826,5.70246494042236,3.10092057432027,-1.12981794613983,2.46349633672736,-0.071939980649621,0.594975522887584,0.18073103026197,0.250643847813201
"12046","Mammalia","Primates","Cebidae","Callithrix","intermedia",NA,"Hershkovitz's Marmoset",343.2,17.8820512820513,0.282051282051282,12.1284067085954,5.83831336761381,2.8837974881119,-1.26566637333128,2.49555036301744,-0.0290124229679109,0.421045176926325,0.0849274826921637,0.287769442817355
"12047","Mammalia","Primates","Cebidae","Callithrix","jacchus",NA,"Common Marmoset",255.2,27.6137931034483,0.379310344827586,12.4344863731656,5.54204755147063,3.31831539801454,-0.969400557188104,2.5204737714699,-0.12263123162502,0.76912354904011,0.293861195043364,0.316636217928702
"12048","Mammalia","Primates","Cebidae","Callithrix","kuhlii",NA,"Wied's Marmoset",307,20.1798045602606,0.315309446254072,12.2431865828092,5.7268477475872,3.00468233005501,-1.15420075330467,2.50496958493393,-0.0642351114608498,0.517882149667485,0.163535693706402,0.298678968346574
"12054","Mammalia","Primates","Cebidae","Callithrix","penicillata",NA,"Black-tufted Marmoset",307,19.8014332247557,0.315309446254072,12.0136268343816,5.7268477475872,2.98575432016949,-1.15420075330467,2.48604157504841,-0.0642351114608498,0.502719527556508,0.163535693706402,0.276756180148768
"12055","Mammalia","Primates","Cebidae","Callithrix","pygmaea",NA,"Pygmy Marmoset",116.83,30.6289035350509,0.599161174355902,8.83150584795322,4.76071988672906,3.42194412311126,-0.512224644679698,2.17832553778301,-0.369527637346695,0.852137199602819,0.61627254118317,-0.079646503009093
"12056","Mammalia","Primates","Cebidae","Cebus","albifrons",NA,"White-fronted Capuchin",2488.59,10.4209761459402,0.368759016149707,10.6032034860696,7.8194715640099,2.34382071197017,-0.997611921051541,2.36115617112701,0.597025614502596,-0.0115129131666275,0.273965869085036,0.13211148291301
"12057","Mammalia","Primates","Cebidae","Cebus","apella",NA,"Tufted Capuchin",2642.5,10.7483443700662,0.378429517502365,9.52585311012647,7.87948071774439,2.37475173062573,-0.971725438762256,2.25400948236964,0.615988266199238,0.0132649345954135,0.292221633164818,0.00801210965976364
"12058","Mammalia","Primates","Cebidae","Cebus","capucinus",NA,"White-headed Capuchin",2655,13.728813559322,0.508474576271186,13.0963455149502,7.88419993367604,2.61949680376076,-0.676340062243564,2.57233322296379,0.617479519490177,0.209322369049156,0.500534438515546,0.376700840571613
"12060","Mammalia","Primates","Cebidae","Cebus","libidinosus",NA,"Black-striped Capuchin",2642.5,10.7384105968212,0.378429517502365,9.51704918074875,7.87948071774439,2.37382708900645,-0.971725438762256,2.25308484075036,0.615988266199238,0.0125242338272945,0.292221633164818,0.00694117180095741
"12061","Mammalia","Primates","Cebidae","Cebus","nigritus",NA,"Black Capuchin",2642.5,10.473036896878,0.378429517502365,9.37555568361997,7.87948071774439,2.34880403983244,-0.971725438762256,2.23810584301937,0.615988266199238,-0.00752092892276101,0.292221633164818,-0.0104077939201123
"12063","Mammalia","Primates","Cebidae","Cebus","xanthosternos",NA,"Golden-bellied Capuchin",2642.5,10.7384105968212,0.378429517502365,9.51704918074875,7.87948071774439,2.37382708900645,-0.971725438762256,2.25308484075036,0.615988266199238,0.0125242338272945,0.292221633164818,0.00694117180095741
"12064","Mammalia","Primates","Cebidae","Leontopithecus","caissara",NA,"Superagui Lion Tamarin",629.255,23.6975024006534,0.262214841360021,14.7781447012606,6.44453657995128,3.16536965864913,-1.3385911060507,2.6931493799859,0.162551678682929,0.646603618867429,0.0334992236792352,0.516632457117046
"12065","Mammalia","Primates","Cebidae","Leontopithecus","chrysomelas",NA,"Golden-headed Lion Tamarin",582.66,23.9658634538153,0.283184018123777,13.8388164369059,6.36760382583432,3.17663046174828,-1.26165835193374,2.62747742896809,0.138241237198652,0.655624287341885,0.0877540348765243,0.44056992960317
"12066","Mammalia","Primates","Cebidae","Leontopithecus","chrysopygus",NA,"Black Lion Tamarin",654.5,22.7834558794853,0.252100840336134,14.7781447012606,6.48387158534995,3.12603465325045,-1.37792611144937,2.6931493799859,0.174981382493798,0.615093606657975,0.00575924067921059,0.516632457117046
"12067","Mammalia","Primates","Cebidae","Leontopithecus","rosalia",NA,"Golden Lion Tamarin",623.51,25.4359894017367,0.264630880017963,15.7174729711954,6.43536480348386,3.23616507674116,-1.32941932958328,2.75477302161051,0.159653434135761,0.703315559436487,0.0399673789701157,0.588006154166276
"12070","Mammalia","Primates","Cebidae","Saguinus","geoffroyi",NA,"Geoffroy's Tamarin",453.77,12.2158297430416,0.231394759459638,15.3859489051095,6.11759046174268,2.50273263060912,-1.46363011158516,2.73345468416222,0.0592380177273101,0.11578633201689,-0.0546812621935984,0.56331484221986
"12071","Mammalia","Primates","Cebidae","Saguinus","graellsi",NA,"Graells's Tamarin",450,30.856,0.388888888888889,6.52360515021459,6.10924758276437,3.42933122090593,-0.944461608840851,1.87542716027462,0.0566017014594128,0.858054766903066,0.311448735611352,-0.430469279187785
"12081","Mammalia","Primates","Cebidae","Saguinus","nigricollis",NA,"Black-mantled Tamarin",450,30.856,0.388888888888889,6.52360515021459,6.10924758276437,3.42933122090593,-0.944461608840851,1.87542716027462,0.0566017014594128,0.858054766903066,0.311448735611352,-0.430469279187785
"12082","Mammalia","Primates","Cebidae","Saguinus","oedipus",NA,"Cottontop Tamarin",445.5,11.1952861952862,0.235690235690236,14.8569660854133,6.09919724691086,2.41549281428725,-1.44523689675334,2.6984688519181,0.0534258356728791,0.0459013110389826,-0.0417099288588508,0.522793572691214
"12085","Mammalia","Primates","Cebidae","Saimiri","boliviensis",NA,"Black-capped Squirrel Monkey",799.725,15.7057624217107,0.513301447372534,9.57049930905212,6.68426791857235,2.75402767824402,-0.66689198967987,2.25868537850844,0.238305819378774,0.317090741127694,0.507197444396529,0.0134278232665232
"12087","Mammalia","Primates","Cebidae","Saimiri","sciureus",NA,"Common Squirrel Monkey",836.7,14.1739512370025,0.490617903669177,9.03640325366267,6.72946558330155,2.65140586006907,-0.71208965440907,2.20126122506269,0.252588100004718,0.234883691430486,0.475322974353339,-0.0530819451160763
"12089","Mammalia","Primates","Cebidae","Saimiri","vanzolinii",NA,"Black Squirrel Monkey",799.45,15.7111649918101,0.513478016136094,9.57049930905212,6.68392399123143,2.75437160558494,-0.666548062338946,2.25868537850844,0.238197139719605,0.317366250298262,0.507439990151735,0.0134278232665232
"12091","Mammalia","Primates","Cercopithecidae","Cercocebus","agilis",NA,"Agile Mangabey",7775,6.36347266881029,0.279099678456592,5.70317401165166,8.95866873704743,1.85057424544747,-1.27618629051293,1.74102286400975,0.957007348317546,-0.406636849845263,0.0775085864489065,-0.586138942174609
"12093","Mammalia","Primates","Cercopithecidae","Cercocebus","chrysogaster",NA,"Golden-bellied Mangabey",7775,6.10937567076592,0.279099678456592,5.47544310572851,8.95866873704743,1.80982458641857,-1.27618629051293,1.70027320498086,0.957007348317546,-0.439280095740804,0.0775085864489065,-0.633335987686861
"12113","Mammalia","Primates","Cercopithecidae","Cercopithecus","neglectus",NA,"De Brazza's Monkey",5701,8.20934923697597,0.287668830029819,6.46566573556797,8.64839687703158,2.10527365564258,-1.24594535621334,1.86650598226143,0.858962686018497,-0.202605314991103,0.0988352138352032,-0.440801960607596
"12122","Mammalia","Primates","Cercopithecidae","Chlorocebus","aethiops",NA,"Grivet",5104.25,6.23093296503649,0.203017093598472,8.49404662704912,8.53782880501631,1.82952607520482,-1.5944650985668,2.13936552128608,0.824023619094283,-0.423497864471046,-0.146949212277609,-0.124770749826964
"12123","Mammalia","Primates","Cercopithecidae","Chlorocebus","cynosuros",NA,"Malbrouck",5104.25,6.09051280795416,0.203017093598472,8.30262499431327,8.53782880501631,1.80673228309535,-1.5944650985668,2.11657172917661,0.824023619094283,-0.441757240830337,-0.146949212277609,-0.151170961981495
"12124","Mammalia","Primates","Cercopithecidae","Chlorocebus","djamdjamensis",NA,"Bale Mountains Vervet",5104.25,6.16072288548024,0.203017093598472,8.39833580929742,8.53782880501631,1.81819412219927,-1.5944650985668,2.12803356828053,0.824023619094283,-0.432575528855294,-0.146949212277609,-0.137895637604953
"12125","Mammalia","Primates","Cercopithecidae","Chlorocebus","pygerythrus",NA,"Vervet Monkey",5104.25,6.16072288548024,0.203017093598472,8.39833580929742,8.53782880501631,1.81819412219927,-1.5944650985668,2.12803356828053,0.824023619094283,-0.432575528855294,-0.146949212277609,-0.137895637604953
"12126","Mammalia","Primates","Cercopithecidae","Chlorocebus","sabaeus",NA,"Green Monkey",5104.25,6.16072288548024,0.203017093598472,8.39833580929742,8.53782880501631,1.81819412219927,-1.5944650985668,2.12803356828053,0.824023619094283,-0.432575528855294,-0.146949212277609,-0.137895637604953
"12127","Mammalia","Primates","Cercopithecidae","Chlorocebus","tantalus",NA,"Tantalus Monkey",4961.5,6.33797637573567,0.208858208203164,8.39833580929742,8.5094633933543,1.84655953386129,-1.56609968690479,2.12803356828053,0.815060262871023,-0.409852906632741,-0.126945248141394,-0.137895637604953
"12128","Mammalia","Primates","Cercopithecidae","Colobus","angolensis",NA,"Angola Colobus",8937.5,2.53896503496504,0.138741258741259,6.77984165651644,9.09801118700226,0.931756531444195,-1.97514452840318,1.91395374718348,1.00103900316709,-1.14267227409563,-0.415413416237662,-0.385847038926091
"12129","Mammalia","Primates","Cercopithecidae","Colobus","guereza",NA,"Mantled Guereza",9058.41,3.08391378840216,0.153047830689933,5.80101716465353,9.11144888694694,1.12619950083634,-1.87700478755635,1.75803327539241,1.00528526240917,-0.986910242859325,-0.3462029327224,-0.566437153758645
