"","class","order","family","genus","species","subspecies","common_name","adult_body_mass_g","C_E","I_m","E_alpha","log_bodymass","log_C_E","log_I_m","log_E_alpha","scale_log_bodymass","scale_log_C_E","scale_log_I_m","scale_log_E_alpha"
"10669","Mammalia","Chiroptera","Molossidae","Tadarida","brasiliensis",NA,"Brazilian Free-tailed Bat (known as the Mexican Free-tailed Bat in North America",12.5,11.667456,0.9216,13.0113180643436,2.52572864430826,2.45680342767552,-0.0816439890405103,2.56581959902561,-1.07577589844676,0.0789939194942505,0.919928278522216,0.369156634981031
"10697","Mammalia","Chiroptera","Noctilionidae","Noctilio","albiventris",NA,"Lesser Bulldog Bat",44,5.63181818181818,0.477272727272727,11.791923340178,3.78418963391826,1.72843233527678,-0.739667196194838,2.4674148344233,-0.678107277333214,-0.504480819656788,0.455874634825581,0.255182327852116
"10698","Mammalia","Chiroptera","Noctilionidae","Noctilio","leporinus",NA,"Greater Bulldog Bat",44,5.63181818181818,0.477272727272727,11.791923340178,3.78418963391826,1.72843233527678,-0.739667196194838,2.4674148344233,-0.678107277333214,-0.504480819656788,0.455874634825581,0.255182327852116
"10728","Mammalia","Chiroptera","Phyllostomidae","Artibeus","fraterculus",NA,"Fraternal Fruit-eating Bat",45.65,15.4701204819277,0.740197152245345,13.2269306793356,3.82100360704098,2.73891045265599,-0.300838706314779,2.5822549541846,-0.666474209601842,0.304980816188722,0.765346941383567,0.388192382124316
"10733","Mammalia","Chiroptera","Phyllostomidae","Artibeus","jamaicensis",NA,"Jamaican Fruit-eating Bat",46.1,15.3191106290672,0.732971800433839,13.2269306793356,3.8308129500026,2.72910110969436,-0.310648049276404,2.5822549541846,-0.663374496601769,0.297122865913776,0.758429159010362,0.388192382124316
"10734","Mammalia","Chiroptera","Phyllostomidae","Artibeus","lituratus",NA,"Great Fruit-eating Bat",46.1,15.3191106290672,0.732971800433839,13.2269306793356,3.8308129500026,2.72910110969436,-0.310648049276404,2.5822549541846,-0.663374496601769,0.297122865913776,0.758429159010362,0.388192382124316
"10735","Mammalia","Chiroptera","Phyllostomidae","Artibeus","obscurus",NA,"Dark Fruit-eating Bat",45.65,15.4701204819277,0.740197152245345,13.2269306793356,3.82100360704098,2.73891045265599,-0.300838706314779,2.5822549541846,-0.666474209601842,0.304980816188722,0.765346941383567,0.388192382124316
"10743","Mammalia","Chiroptera","Phyllostomidae","Carollia","perspicillata",NA,"Seba's Short-tailed Bat",16.4,25.8638211432927,0.76219512195122,24.003229978876,2.79728133483015,3.25284512512288,-0.271552690521897,3.1781884037457,-0.989966338284725,0.716677411629848,0.786000137487115,1.07841406278346
"10876","Mammalia","Chiroptera","Pteropodidae","Cynopterus","brachyotis",NA,"Lesser Short-nosed Fruit Bat",37.4,14.7058823529412,0.668449197860963,14.5008144293036,3.62167070442049,2.68824757380603,-0.402794879552285,2.67420481538737,-0.729462606685344,0.264396407595203,0.693445018816368,0.494690494929514
"10878","Mammalia","Chiroptera","Pteropodidae","Cynopterus","luzoniensis",NA,"Peters's Fruit Bat",37.2,13.4296594986559,0.672043010752688,18.1571697665231,3.6163087612791,2.59746565642787,-0.3974329364109,2.89906551116623,-0.731156959194582,0.191673922979004,0.697226388872927,0.755128514424777
"10879","Mammalia","Chiroptera","Pteropodidae","Cynopterus","minutus",NA,"Minute Fruit Bat",37.3,14.745308310992,0.670241286863271,14.5008144293036,3.61899332664977,2.69092495157675,-0.400117501781569,2.67420481538737,-0.730308647313597,0.266541169122232,0.695333169411279,0.494690494929514
"10880","Mammalia","Chiroptera","Pteropodidae","Cynopterus","sphinx",NA,"Greater Short-nosed Fruit Bat",37.4,14.7058823529412,0.668449197860963,14.5008144293036,3.62167070442049,2.68824757380603,-0.402794879552285,2.67420481538737,-0.729462606685344,0.264396407595203,0.693445018816368,0.494690494929514
"10881","Mammalia","Chiroptera","Pteropodidae","Cynopterus","titthaecheilus",NA,"Indonesian Short-nosed Fruit Bat",41.055,12.1686355705761,0.608939227865059,14.4887304177625,3.71491263116075,2.49886178654622,-0.496036806292551,2.67337113467215,-0.699998532118947,0.112685522891617,0.627688590504005,0.493724909754167
"10882","Mammalia","Chiroptera","Pteropodidae","Dobsonia","anderseni",NA,"Andersen's Naked-backed Fruit Bat",312.4,6.31671655100704,0.518565941101152,6.28264179532196,5.74428441796553,1.84319954008619,-0.656688082733147,1.83779056006901,-0.058725193614042,-0.412544489964275,0.514393482692877,-0.474060719586618
"10889","Mammalia","Chiroptera","Pteropodidae","Dobsonia","magna",NA,"New Guinea Naked-backed Fruit Bat",417.15,4.75442556763107,0.388349514563107,6.11031556150424,6.03344586934808,1.5590758827336,-0.945849534115699,1.80997841857723,0.0326486642964264,-0.640146846222657,0.310469937638926,-0.506273281337138
"10891","Mammalia","Chiroptera","Pteropodidae","Dobsonia","moluccensis",NA,"Moluccan Naked-backed Fruit Bat",404.3,4.9055370406562,0.400692555033391,6.28264179532196,6.00215717664673,1.59036457543496,-0.914560841414341,1.83779056006901,0.0227615629991103,-0.615082477245328,0.332535469213961,-0.474060719586618
"10892","Mammalia","Chiroptera","Pteropodidae","Dobsonia","pannietensis",NA,"Panniet Naked-backed Fruit Bat",358.35,5.50674550170113,0.452071996651319,6.28264179532196,5.88151016243993,1.7059737956118,-0.793913827207544,1.83779056006901,-0.015362409199624,-0.522471636027032,0.417618618159273,-0.474060719586618
"10910","Mammalia","Chiroptera","Pteropodidae","Epomops","buettikoferi",NA,"Buettikofer's Epauletted Fruit Bat",135.67,1.47930615978141,0.348345249502469,2.86648060261336,4.91022546649722,0.391573166891298,-1.05456119473846,1.05308500641976,-0.32228447427208,-1.57539585554399,0.233803884411915,-1.38292191283102
"10916","Mammalia","Chiroptera","Pteropodidae","Hypsignathus","monstrosus",NA,"Hammer-headed Fruit Bat",336.97,16.6512793423747,0.486452799952518,19.5715820869336,5.81999390561826,2.81248705085447,-0.72061540168762,2.97407862059997,-0.0348012994221324,0.363920671009294,0.469310414238693,0.842010152807311
"10929","Mammalia","Chiroptera","Pteropodidae","Micropteropus","pusillus",NA,"Peters's Lesser Epauletted Fruit Bat",25.38,7.13829787234043,0.788022064617809,8.26343527315914,3.23396146228624,1.96547435470168,-0.238229188732251,2.1118403937078,-0.85197717089149,-0.314594054661367,0.809500664912419,-0.156650886495637
"11025","Mammalia","Chiroptera","Pteropodidae","Rousettus","aegyptiacus",NA,"Egyptian Rousette",134,26.1070253731343,0.550746268656716,22.9,4.89783979995091,3.26220444949299,-0.596481068344485,3.13113691056019,-0.326198295183262,0.724174866433407,0.556852903727554,1.02391811071374
"11030","Mammalia","Chiroptera","Pteropodidae","Rousettus","leschenaultii",NA,"Leschenault's Rousette",96.565,9.58842748407808,0.383161600994149,19.2455107572421,4.57021635672456,2.26055690090136,-0.959298444080338,2.95727782612072,-0.429725988125631,-0.0782128837600501,0.300985445899146,0.822551146754841
"11095","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","rouxii",NA,"Rufous Horseshoe Bat",12.25,4.44489795918367,0.897959183673469,4.04557646693711,2.50552593699074,1.49175691238823,-0.107630664192365,1.39762405381425,-1.08215987286317,-0.694073915915691,0.901601856048561,-0.983870105082225
"11103","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","sinicus",NA,"Chinese Rufous Horseshoe Bat",10.255,5.30960507069722,1.07264748902974,4.04557646693711,2.32776539152434,1.66951745785463,0.0701298812740265,1.39762405381425,-1.13833149167983,-0.551675639844941,1.02696282802084,-0.983870105082225
"11145","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","fuscus",NA,"Big Brown Bat",17.195,32.3314917127072,0.883977900552486,14.7194600388415,2.84461864388423,3.47604173087419,-0.123323216031999,2.68917043048401,-0.975007938640891,0.8954730594517,0.890535094601693,0.512023960623893
"11204","Mammalia","Chiroptera","Vespertilionidae","Hypsugo","savii",NA,"Savi's Pipistrelle",6.3,1.72222222222222,0.688888888888889,5.80027968471904,1.84054963339749,0.543615446588982,-0.372675285285174,1.75790613789304,-1.29228971550936,-1.45359965795688,0.714686074320721,-0.566584406876521
"11230","Mammalia","Chiroptera","Vespertilionidae","Lasionycteris","noctivagans",NA,"Silver-haired Bat",10.51,21.7375832540438,0.960989533777355,28.563975479327,2.35232718488886,3.07904270964633,-0.039791761041646,3.35214632523974,-1.13057006357043,0.577449866643088,0.949443466875049,1.27989550173611
"11241","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","minor",NA,"Minor Red Bat",12.33,3.80523600973236,0.473641524736415,2.57323750855578,2.51203531717625,1.33637801560097,-0.747304520336117,0.945164837067382,-1.08010293485393,-0.818542970520747,0.450488611874841,-1.50791714631267
"11242","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","pfeifferi",NA,"Pfeiffer's Red Bat",12.33,3.80523600973236,0.473641524736415,2.57323750855578,2.51203531717625,1.33637801560097,-0.747304520336117,0.945164837067382,-1.08010293485393,-0.818542970520747,0.450488611874841,-1.50791714631267
"11244","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","seminolus",NA,"Seminole Bat",13,3.60912,0.449230769230769,2.57323750855578,2.56494935746154,1.28346397531569,-0.800218560621401,0.945164837067382,-1.06338231052666,-0.860930712394476,0.413172369939718,-1.50791714631267
"11256","Mammalia","Chiroptera","Vespertilionidae","Miniopterus","majori",NA,"Major's Long-fingered Bat",11.46,15.1941535776614,1.09075043630017,7.66760698637537,2.43886271128659,2.72091072081338,0.086865933021662,2.03700457013688,-1.10322518459203,0.290561807868295,1.03876549046518,-0.243327188953016
"11259","Mammalia","Chiroptera","Vespertilionidae","Miniopterus","natalensis",NA,"Natal Long-fingered Bat",11.185,15.5677246312025,1.11756817165847,7.66760698637537,2.41457359494209,2.74519983715788,0.111155049366162,2.03700457013688,-1.11090044785767,0.310019040549845,1.05589475402198,-0.243327188953016
"11263","Mammalia","Chiroptera","Vespertilionidae","Miniopterus","schreibersii",NA,"Schreibers's Long-fingered Bat",11.185,15.5677246312025,1.11756817165847,7.66760698637537,2.41457359494209,2.74519983715788,0.111155049366162,2.03700457013688,-1.11090044785767,0.310019040549845,1.05589475402198,-0.243327188953016
"11296","Mammalia","Chiroptera","Vespertilionidae","Myotis","blythii",NA,"Lesser Mouse-eared Myotis",24.705,20.5707346690953,0.935033394049788,19.0777125751348,3.20700565229771,3.02386941858835,-0.0671730347699654,2.94852077283402,-0.860495098644227,0.533252311380235,0.930133540257671,0.812408557776791
"11302","Mammalia","Chiroptera","Vespertilionidae","Myotis","capaccinii",NA,"Long-fingered Myotis",23.82,21.3350125944584,0.969773299748111,19.5731922828485,3.17052556392715,3.06034950695891,-0.0306929463994061,2.97416088935444,-0.872022660134168,0.562475341053366,0.955860167748429,0.842105438074515
"11304","Mammalia","Chiroptera","Vespertilionidae","Myotis","chinensis",NA,"Large Myotis",28.55,22.2504378283713,0.809106830122592,17.812777284827,3.35165693610202,3.10236168609825,-0.211824318574271,2.87991602477519,-0.814785873608504,0.596129951347916,0.828122008468275,0.732949207842267
"11308","Mammalia","Chiroptera","Vespertilionidae","Myotis","daubentonii",NA,"Daubenton's Myotis",8.5,21.8824941176471,0.645882352941176,18.5610635380438,2.14006616349627,3.08568696180902,-0.437137907974832,2.92106602841264,-1.197643694291,0.582772364114417,0.669225496918379,0.780609940245684
"11310","Mammalia","Chiroptera","Vespertilionidae","Myotis","dominicensis",NA,"Dominican Myotis",4.2,16.9583333333333,0.880952380952381,26.0714285714286,1.43508452528932,2.83075935509465,-0.126751705639144,3.26084002396723,-1.42041506208923,0.378558028341961,0.888117242043799,1.17414277252533
"11314","Mammalia","Chiroptera","Vespertilionidae","Myotis","fimbriatus",NA,"Fringed Long-footed Myotis",23.41,21.7086715079026,0.986757795813755,19.5731922828485,3.15316328150282,3.07771178938324,-0.0133306639750715,2.97416088935444,-0.877509071686113,0.576383709073907,0.968104462986504,0.842105438074515
"11317","Mammalia","Chiroptera","Vespertilionidae","Myotis","fortidens",NA,"Cinnamon Myotis",6.5,30.2938461538462,1.04461538461538,43.1512433754586,1.87180217690159,3.41094459465549,0.0436487646690134,3.76471123230452,-1.28241403721326,0.84332582987179,1.00828771365389,1.75773617965906
"11333","Mammalia","Chiroptera","Vespertilionidae","Myotis","longipes",NA,"Kashmir Cave Myotis",23.41,21.7086715079026,0.986757795813755,19.5731922828485,3.15316328150282,3.07771178938324,-0.0133306639750715,2.97416088935444,-0.877509071686113,0.576383709073907,0.968104462986504,0.842105438074515
"11334","Mammalia","Chiroptera","Vespertilionidae","Myotis","lucifugus",NA,"Little Brown Myotis",7.15,27.5398601398601,0.94965034965035,43.1512433754586,1.96711235670592,3.31563441485116,-0.0516614151353116,3.76471123230452,-1.25229640298082,0.766975899348568,0.941072704002711,1.75773617965906
"11335","Mammalia","Chiroptera","Vespertilionidae","Myotis","macrodactylus",NA,"Big-footed Myotis",23.41,21.7086715079026,0.986757795813755,19.5731922828485,3.15316328150282,3.07771178938324,-0.0133306639750715,2.97416088935444,-0.877509071686113,0.576383709073907,0.968104462986504,0.842105438074515
"11344","Mammalia","Chiroptera","Vespertilionidae","Myotis","myotis",NA,"Mouse-eared Myotis",27.07,23.4669375692649,0.853343184336904,17.812777284827,3.29842610362621,3.15559251857406,-0.158593486098462,2.87991602477519,-0.831606602996342,0.638771465292861,0.865661659804024,0.732949207842267
"11348","Mammalia","Chiroptera","Vespertilionidae","Myotis","nigricans",NA,"Black Myotis",4.1,17.3719512195122,0.902439024390244,26.0714285714286,1.41098697371026,2.85485690667371,-0.102654154060083,3.26084002396723,-1.42802979165794,0.397861804629219,0.905111409563803,1.17414277252533
"11350","Mammalia","Chiroptera","Vespertilionidae","Myotis","occultus",NA,"Arizona Myotis",7.8,25.2448717948718,0.870512820512821,43.1512433754586,2.05412373369555,3.22862303786153,-0.138672792124941,3.76471123230452,-1.2248011571255,0.697273873798653,0.879710207823105,1.75773617965906
"11352","Mammalia","Chiroptera","Vespertilionidae","Myotis","oxygnathus",NA,"Monticelli's Myotis",23.82,21.3350125944584,0.969773299748111,19.0777125751348,3.17052556392715,3.06034950695891,-0.0306929463994061,2.94852077283402,-0.872022660134168,0.562475341053366,0.955860167748429,0.812408557776791
"11359","Mammalia","Chiroptera","Vespertilionidae","Myotis","punicus",NA,"Maghrebian Myotis",24.705,20.5707346690953,0.935033394049788,19.0777125751348,3.20700565229771,3.02386941858835,-0.0671730347699654,2.94852077283402,-0.860495098644227,0.533252311380235,0.930133540257671,0.812408557776791
"11375","Mammalia","Chiroptera","Vespertilionidae","Myotis","velifer",NA,"Cave Myotis",10.995,8.79580452478399,0.781264211005002,10.5100456795307,2.39744062400672,2.1742748492514,-0.24684188801056,2.35233153117159,-1.11631439789958,-0.147330670153913,0.80342678417583,0.121890613744263
"11394","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","furvus",NA,"Japanese Noctule",19.375,14.5824929032258,1.04309677419355,10.5586693183873,2.96398357523941,2.67982169298178,0.042193956176119,2.35694725882164,-0.937289099476844,0.257646704501063,1.00726174804254,0.127236639040261
"11398","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","noctula",NA,"Noctule",19.375,14.5824929032258,1.04309677419355,10.5586693183873,2.96398357523941,2.67982169298178,0.042193956176119,2.35694725882164,-0.937289099476844,0.257646704501063,1.00726174804254,0.127236639040261
"11399","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","plancyi",NA,"Chinese Noctule",19.375,14.5824929032258,1.04309677419355,10.5586693183873,2.96398357523941,2.67982169298178,0.042193956176119,2.35694725882164,-0.937289099476844,0.257646704501063,1.00726174804254,0.127236639040261
"11402","Mammalia","Chiroptera","Vespertilionidae","Nycticeius","cubanus",NA,"Cuban Evening Bat",6.65,3.92921052631579,0.534586466165413,5,1.89461685466776,1.36843852181219,-0.626261791412559,1.6094379124341,-1.27520469061982,-0.792860326475893,0.535850828266683,-0.738543185455272
"11403","Mammalia","Chiroptera","Vespertilionidae","Nycticeius","humeralis",NA,"Evening Bat",6.65,3.92921052631579,0.534586466165413,5,1.89461685466776,1.36843852181219,-0.626261791412559,1.6094379124341,-1.27520469061982,-0.792860326475893,0.535850828266683,-0.738543185455272
"11440","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","pipistrellus",NA,"Common Pipistrelle",5,15.99568,0.778,12.8070175438596,1.6094379124341,2.77231868578322,-0.251028754803745,2.54999326630789,-1.36532009162548,0.331743081073801,0.800474105957303,0.350826269442494
"11441","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","pygmaeus",NA,"Soprano Pipistrelle",5,14.9376,0.778,12.8070175438596,1.6094379124341,2.70388152422999,-0.251028754803745,2.54999326630789,-1.36532009162548,0.276920264240143,0.800474105957303,0.350826269442494
"11446","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","subflavus",NA,"Eastern Pipistrelle",6.62,21.6460060422961,0.738670694864048,23.6137521036872,1.89009536994892,3.07482095901438,-0.302903066462136,3.1618292585763,-1.27663346164123,0.574067957511266,0.763891105422361,1.05946658352838
