class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Mammalia,Rodentia,Spalacidae,Spalax,ehrenbergi,NA,Middle East Blind Mole Rat,NA,3.24,1,162.175,15.46666667,29.18,51.697,4.995,NA,NA,NA,NA,15,NA,NA,NA,NA,133.8,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Spalax,giganteus,NA,Giant Blind Mole Rat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Spalax,graecus,NA,Balkan Blind Mole Rat,NA,2.76,1,470,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Spalax,leucodon,NA,Lesser Blind Mole Rat,NA,3.37,1,183.3,4.5,29.18,51.697,4.995,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Spalax,microphthalmus,NA,Greater Blind Mole Rat,NA,2.76,1,470,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Spalax,nehringi,NA,Nehring's Blind Mole Rat,NA,3.5,1,180.65,NA,NA,45.654,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Spalax,uralensis,NA,Kazakhstan Blind Mole Rat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Spalax,zemni,NA,Podolsk Blind Mole Rat,NA,2.76,1,470,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Tachyoryctes,ibeanus,NA,Kenyan African Mole Rat,144.54282,1.425,2.035,202.25,3.741666667,40.20148,37.3184,17.5,NA,NA,NA,NA,3.4125,NA,0.473648186,NA,NA,NA,NA,NA,NA,22.8825,NA,NA,5.75,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Tachyoryctes,macrocephalus,NA,Ethiopian African Mole Rat,NA,1,NA,621.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,NA,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Tachyoryctes,ruandae,NA,Rwanda African Mole Rat,NA,1.45,NA,NA,NA,48.35944,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Spalacidae,Tachyoryctes,splendens,NA,Northeast African Mole Rat,144.54282,1.425,2.035,202.25,3.741666667,40.20148,37.3184,17.5,NA,NA,NA,NA,3.4125,NA,0.473648186,NA,NA,NA,NA,NA,NA,22.8825,NA,NA,5.75,NA,NA,NA,NA
Mammalia,Rodentia,Thryonomyidae,Thryonomys,gregorianus,NA,Lesser Cane Rat,NA,2.91,2,2293.57,0.833333333,91.274,NA,NA,NA,NA,NA,NA,0.833333333,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
Mammalia,Rodentia,Thryonomyidae,Thryonomys,swinderianus,NA,Greater Cane Rat,332.96984,3.88,2.3,3750.85,5.4,125.76,30,118.89,433.7,NA,NA,NA,4.316666667,365,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Ptilocercidae,Ptilocercus,lowii,NA,Pen-tailed Treeshrew,NA,2,NA,42.5,2.7,50,NA,10,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Anathana,ellioti,NA,Madras Treeshrew,NA,4.84,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Dendrogale,melanura,NA,Bornean Smooth-Tailed Treeshrew,NA,NA,NA,59.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Dendrogale,murina,NA,Northern Smooth-Tailed Treeshrew,60.88,2,NA,49.99,12,NA,30,8,NA,NA,NA,NA,10,60.88,0.123203285,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,belangeri,NA,Northern Treeshrew,122.265,2,7.5,200,12.41666667,46,35.80506,12.6,100,NA,NA,NA,12,121.76,0.123613963,NA,NA,123,NA,NA,NA,20.75,NA,NA,9.736,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,chrysogaster,NA,Golden-bellied Treeshrew,106.385,2.22,2.5,159,12.41666667,46,35.80506,12.94,100,NA,NA,NA,12.4,90,0.123613963,NA,NA,123,NA,NA,NA,20.75,NA,NA,9.736,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,dorsalis,NA,Striped Treeshrew,NA,NA,NA,168.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,glis,NA,Common Treeshrew,106.385,2.22,2.5,159,12.41666667,46,35.80506,12.94,100,NA,NA,NA,12.4,90,0.123613963,NA,NA,123,NA,NA,NA,20.75,NA,NA,9.736,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,gracilis,NA,Slender Treeshrew,NA,NA,NA,111.95,3.491666667,NA,NA,NA,NA,NA,NA,NA,3.491666667,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,javanica,NA,Horsfield's Treeshrew,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,longipes,NA,Long-footed Treeshrew,106.385,2.11,2.5,163.525,12.41666667,46,35.80506,12.94,100,NA,NA,NA,12.4,90,0.123613963,NA,NA,123,NA,NA,NA,18.5,NA,NA,9.736,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,minor,NA,Pygmy Treeshrew,60.88,1.99,NA,58.6,12.2,50,30,8,NA,NA,NA,NA,12.17083333,60.88,0.136892539,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,moellendorffi,NA,Calamian Treeshrew,NA,NA,NA,168.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,montana,NA,Mountain Treeshrew,NA,1.755,NA,225.525,1.583333333,49.6047,27.84,11,NA,NA,NA,NA,1.583333333,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,nicobarica,NA,Nicobar Treeshrew,NA,0.96,NA,170.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,palawanensis,NA,Palawan Treeshrew,NA,NA,NA,168.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,picta,NA,Painted Treeshrew,NA,NA,NA,168.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,splendidula,NA,Ruddy Treeshrew,NA,NA,NA,168.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Tupaia,tana,NA,Large Treeshrew,365.25,2.185,NA,197.8,14,NA,31,NA,NA,NA,NA,NA,11.6,365.25,1,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Scandentia,Tupaiidae,Urogale,everetti,NA,Mindanao Treeshrew,NA,1.845,NA,350,11.5,55.245,38,20,104.4,NA,NA,NA,11.5,NA,NA,NA,NA,260.6,NA,NA,NA,20.75,NA,NA,12.999,NA,NA,NA,NA
Mammalia,Sirenia,Dugongidae,Dugong,dugon,NA,Dugong,3470,1,0.22,360000,73,372.52,547.848,27500,NA,NA,NA,NA,70,3470,4.455509925,NA,NA,NA,NA,NA,NA,330.5,NA,NA,110,NA,NA,NA,NA
Mammalia,Sirenia,Dugongidae,Hydrodamalis,gigas,NA,Steller's Sea Cow,NA,1,NA,6.70E+06,NA,365.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781.406,NA,NA,NA,NA,NA,NA,NA
Mammalia,Sirenia,Trichechidae,Trichechus,inunguis,NA,Amazonian Manatee,1096,1,0.5,294000.595,40.175,328,548,12500,67500,NA,NA,NA,30,1096,NA,NA,NA,167594,NA,NA,NA,277.5965,NA,NA,NA,NA,NA,NA,NA
Mammalia,Sirenia,Trichechidae,Trichechus,manatus,NA,West Indian Manatee,1500.79916,1,0.4,387500,56,334.58,456,29636.99,NA,NA,NA,NA,30,913,2.998973306,NA,NA,450000,NA,NA,NA,399.739,NA,NA,12.5,NA,NA,NA,NA
Mammalia,Sirenia,Trichechidae,Trichechus,senegalensis,NA,African Manatee,1095.75,1,NA,477000,30,387.96,NA,NA,NA,NA,NA,NA,22.65416667,NA,3,NA,NA,NA,NA,NA,NA,374.9995,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Solenodontidae,Solenodon,cubanus,NA,Cuban Solenodon,NA,1.5,3,912.31,6.5,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,33.7425,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Solenodontidae,Solenodon,paradoxus,NA,Hispaniolan Solenodon,827.69,1.86,2,900,12.1,64.8,75,89.99,NA,NA,NA,NA,11.33333333,NA,NA,NA,NA,NA,NA,NA,NA,31.55,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Anourosorex,assamensis,NA,Assam Mole Shrew,NA,2.82,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.138,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Anourosorex,schmidi,NA,Giant Mole Shrew,NA,2.82,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.138,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Anourosorex,squamipes,NA,Chinese Mole Shrew,NA,2.82,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.138,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Anourosorex,yamashinai,NA,Taiwanese Mole Shrew,NA,2.82,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.138,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Blarina,brevicauda,NA,Northern Short-tailed Shrew,67.26356,5.73,3,20.7,2.75,20.08776,21.91392,0.97,NA,NA,NA,NA,2.370833333,65,NA,NA,NA,20.9,NA,NA,NA,11.121,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Blarina,carolinensis,NA,Southern Short-tailed Shrew,67.26356,4.12,3,20.45,2.75,20.08776,21.91392,0.97,NA,NA,NA,NA,2.370833333,65,NA,NA,NA,17.2,NA,NA,NA,10.16,NA,NA,NA,NA,NA,9.8,NA
Mammalia,Soricomorpha,Soricidae,Blarina,hylophaga,NA,Elliot's Short-tailed Shrew,69.22678,5,2.5,18.56,2.8,21,26.5,0.97,14.5,NA,NA,NA,2.370833333,53.5,NA,NA,NA,14.75,NA,NA,NA,10.16,NA,NA,NA,NA,NA,9.8,NA
Mammalia,Soricomorpha,Soricidae,Blarina,peninsulae,NA,Everglades Short-tailed Shrew,67.26356,4.12,3,20.45,2.75,20.08776,21.91392,0.97,NA,NA,NA,NA,2.370833333,65,NA,NA,NA,17.2,NA,NA,NA,10.16,NA,NA,NA,NA,NA,9.8,NA
Mammalia,Soricomorpha,Soricidae,Blarinella,griselda,NA,Indochinese Short-tailed Shrew,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.475,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Blarinella,quadraticauda,NA,Asiatic Short-tailed Shrew,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.475,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Blarinella,wardi,NA,Burmese Short-tailed Shrew,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.475,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Chimarrogale,hantu,NA,Malayan Water Shrew,NA,NA,NA,43.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1995,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Chimarrogale,himalayica,NA,Himalayan Water Shrew,NA,NA,3,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.126,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Chimarrogale,phaeura,NA,Bornean Water Shrew,NA,NA,NA,31.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.049,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Chimarrogale,platycephalus,NA,Japanese Water Shrew,NA,NA,NA,36.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6745,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Chimarrogale,styani,NA,Chinese Water Shrew,NA,NA,NA,32.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Chimarrogale,sumatrana,NA,Sumatran Water Shrew,NA,NA,NA,31.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.049,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Chodsigoa,parca,NA,Lowe's Shrew,NA,NA,NA,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Chodsigoa,salenskii,NA,Salenski's Shrew,NA,NA,NA,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Chodsigoa,smithii,NA,Smith's Shrew,NA,NA,NA,18.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Congosorex,polli,NA,Greater Congo Shrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,aleksandrisi,NA,Cyrenaica Shrew,175,4,3.5,7.425,4,27.15,25.13094,0.53,4,NA,NA,NA,2.7,365,0.25,NA,NA,6.9,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,91.32
Mammalia,Soricomorpha,Soricidae,Crocidura,allex,NA,East African Highland Shrew,NA,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,arabica,NA,Arabian Shrew,75,4.04,3.5,10.6,4,29,23.82,0.88,7.7,NA,NA,NA,3.2,75,0.077344285,NA,NA,10.8,NA,NA,NA,8.2145,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,attenuata,NA,Asian Gray Shrew,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,attila,NA,Hun Shrew,NA,2.715,NA,17.1,0.416666667,NA,NA,NA,NA,NA,NA,NA,0.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,baileyi,NA,Bailey's Shrew,NA,2.44,NA,17.2,0.416666667,NA,NA,NA,NA,NA,NA,NA,0.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,baluensis,NA,Kinabalu Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,batesi,NA,Bate's Shrew,NA,NA,NA,16.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.879,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,beatus,NA,Mindanao Shrew,NA,NA,NA,10.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,beccarii,NA,Beccari's Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,bottegi,NA,Bottego's Shrew,NA,2.99,NA,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,brunnea,NA,Thick-tailed Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,buettikoferi,NA,Buettikofer's Shrew,NA,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,canariensis,NA,Canarian Shrew,NA,2.1,NA,7.5,NA,30.436,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,caspica,NA,Caspian Shrew,119.62612,4.02,3.5,9.9,4,29,24.41,0.84,5.89,NA,NA,NA,2.95,230,0.2,NA,NA,10.8,NA,NA,NA,8.2,NA,NA,2.949,NA,NA,NA,91.32
Mammalia,Soricomorpha,Soricidae,Crocidura,crossei,NA,Crosse's Shrew,NA,3,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,cyanea,NA,Reddish-gray Musk Shrew,NA,3.59,NA,8.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,denti,NA,Dent's Shrew,NA,3.49,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,dhofarensis,NA,Dhofar Shrew,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,dolichura,NA,Long-tailed Musk Shrew,NA,NA,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,douceti,NA,Doucet's Musk Shrew,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,dsinezumi,NA,Dsinezumi Shrew,75,4.165,3.5,10.6,4,29,23.82,0.88,7.7,NA,NA,NA,3.2,75,0.077344285,NA,NA,10.8,NA,NA,NA,8.2145,NA,NA,2.949,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,eisentrauti,NA,Eisentraut's Shrew,NA,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,elgonius,NA,Elgon Shrew,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,flavescens,NA,Greater Red Musk Shrew,NA,3.37,NA,32.21,2.2,25,NA,2.26,20.7,NA,NA,NA,2.2,NA,NA,NA,NA,33.2,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,foetida,NA,Bornean Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,foxi,NA,Fox's Shrew,NA,1.99,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,fuliginosa,NA,Southeast Asian Shrew,NA,1.615,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,fulvastra,NA,Savanna Shrew,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,fumosa,NA,Smoky White-toothed Shrew,NA,3.74,NA,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,fuscomurina,NA,Bicolored Musk Shrew,NA,2.9,NA,5.3,0.25,NA,17.31926,0.705,3.1,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,6.3105,NA,NA,1.933,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,goliath,NA,Goliath Shrew,NA,NA,NA,87.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.742,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,gracilipes,NA,Peters's Musk Shrew,NA,2.99,NA,6.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,grandiceps,NA,Large-headed Shrew,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,grassei,NA,Grasse's Shrew,NA,NA,NA,8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.299,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,grayi,NA,Luzon Shrew,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,hildegardeae,NA,Hildegarde's Shrew,NA,NA,NA,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA
Mammalia,Soricomorpha,Soricidae,Crocidura,hirta,NA,Lesser Red Musk Shrew,NA,3.67,2.38,14.735,0.333333333,18.1308,17.84862,1,10,NA,NA,NA,0.333333333,NA,0.161533196,NA,NA,NA,NA,NA,NA,11,NA,NA,3,NA,NA,NA,NA
