class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Accipitriformes,Accipitridae,Buteogallus,urubitinga,NA,Great Black Hawk,NA,1.2,NA,1230,NA,NA,NA,NA,NA,79.5,NA,NA,NA,NA,NA,1248,1065,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Chelictinia,riocourii,NA,Scissor-tailed Kite,NA,4,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Chondrohierax,uncinatus,NA,Hook-billed Kite,NA,2,NA,288.75,NA,NA,NA,NA,NA,48.8,NA,NA,NA,NA,NA,310,264,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Chondrohierax,wilsonii,NA,Cuban Kite,NA,2,NA,288.75,NA,NA,NA,NA,NA,48.8,NA,NA,NA,NA,NA,310,264,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circaetus,beaudouini,NA,Beaudouin's Snake Eagle,1274.436,1,1,1717.25,17.3,NA,NA,90,NA,136,46.5,72.5,17.3,1095,NA,1774.5,1664,2970,NA,NA,NA,64.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circaetus,cinerascens,NA,Western Banded Snake Eagle,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circaetus,cinereus,NA,Brown Snake Eagle,NA,1,NA,2048,6.8,NA,NA,100,NA,139,52.5,104.5,6.8,NA,NA,NA,NA,2048,NA,NA,NA,74.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circaetus,fasciolatus,NA,Southern Banded Snake Eagle,NA,1,NA,1021.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,938.5,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,NA,Short-toed Snake Eagle,1274.436,1,1,1717.25,17.3,NA,NA,90,NA,136,46.5,72.5,17.3,1095,NA,1774.5,1664,2970,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circaetus,pectoralis,NA,Black-chested Snake Eagle,1274.436,1,1,1717.25,17.3,NA,NA,90,NA,136,46.5,72.5,17.3,1095,NA,1774.5,1664,1750,NA,NA,NA,66.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,NA,Western Marsh Harrier,819.335,4.75,1,607,20.1,NA,NA,26.5,NA,40,34.5,37.5,18.2,730,NA,741.5,552.5,584.5,NA,NA,NA,48.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,approximans,NA,Swamp Harrier,NA,3.77,NA,752.5,18,NA,NA,NA,NA,40,NA,NA,17.25,NA,NA,870,640,750,NA,NA,NA,54.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,assimilis,NA,Spotted Harrier,NA,3,NA,521.25,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,654.25,465,NA,NA,NA,NA,55.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,buffoni,NA,Long-winged Harrier,NA,3.75,NA,519.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.5,423.5,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,cinereus,NA,Cinereous Harrier,NA,3.75,NA,468.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.25,337,NA,NA,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,cyaneus,NA,Hen Harrier,584.4,4.5,1,436.5,17.1,NA,NA,21.8,NA,31,31,36.25,16.74983333,365,NA,522.5,346,436.5,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,hudsonius,NA,Northern Harrier,584.4,4.5,1,436.5,17.1,NA,NA,21.8,NA,31,31,36.25,16.41666667,365,NA,522.5,346,436.5,NA,NA,NA,45.75,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,macrosceles,NA,Malagasy Harrier,NA,4,NA,655.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.5,600,NA,NA,NA,NA,48.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,macrourus,NA,Pallid Harrier,726.936,4.5,1,383.5,13.5,NA,NA,NA,NA,28,29.5,40,13.4585,NA,NA,445,327,367.5,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,maillardi,NA,Reunion Harrier,NA,4,NA,655.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.5,600,NA,NA,NA,NA,48.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,maurus,NA,Black Harrier,NA,3.5,NA,532,NA,NA,NA,NA,NA,33,35,NA,NA,NA,NA,NA,NA,532,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,melanoleucos,NA,Pied Harrier,-30258.711,4.5,1,375,NA,NA,NA,NA,NA,28,31,40,NA,NA,NA,422.5,292.5,NA,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,pygargus,NA,Montagu's Harrier,819.335,4.25,1,315.5,16.3,NA,NA,NA,NA,24,29.25,37.5,16.23333333,730,NA,376,264,315.5,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,ranivorus,NA,African Marsh Harrier,NA,3.565,NA,494.5,NA,NA,NA,21,NA,32.75,34,38.5,NA,NA,NA,NA,423,519.5,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,spilonotus,NA,Eastern Marsh Harrier,NA,4.6,NA,562.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.25,502.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Circus,spilothorax,NA,Papuan Harrier,NA,4.6,NA,562.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.25,502.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Clanga,clanga,NA,Greater Spotted Eagle,1453.872,2,1,1934.65,NA,NA,NA,NA,NA,110,42.5,62.5,NA,NA,NA,2405,1751.5,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Clanga,hastata,NA,Indian Spotted Eagle,1272.138,2,1,1431.666667,26.1,NA,NA,58,NA,87.5,42.5,58,24.2,NA,NA,1643.75,1269.25,1417.5,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Clanga,pomarina,NA,Lesser Spotted Eagle,1272.138,2,1,1431.666667,26.1,NA,NA,58,NA,87.5,42.5,58,24.2,NA,NA,1643.75,1269.25,1417.5,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Cryptoleucopteryx,plumbea,NA,Plumbeous Hawk,NA,NA,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Elanoides,forficatus,NA,Swallow-tailed Kite,NA,2,1,442.625,NA,NA,NA,NA,NA,36.75,28,40.5,NA,NA,NA,536,493.5,417.75,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Elanus,axillaris,NA,Black-shouldered Kite,NA,3.75,NA,265.5,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,293,249,260,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Elanus,caeruleus,NA,Black-winged Kite,363.468,3.5,1.5,248,6,NA,NA,NA,NA,21,26,32.5,6,NA,NA,268,237,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Elanus,leucurus,NA,White-tailed Kite,726.936,4,1.5,311.65,6,NA,NA,17.4,NA,23.9,30,37.25,5.9,NA,NA,317.75,274,383,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Elanus,scriptus,NA,Letter-winged Kite,NA,4.5,NA,315.8,NA,NA,NA,NA,NA,26,NA,35,NA,NA,NA,343,288.6,303,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Erythrotriorchis,buergersi,NA,Chestnut-shouldered Goshawk,NA,NA,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Erythrotriorchis,radiatus,NA,Red Goshawk,NA,2,NA,937.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240,635,NA,NA,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Eutriorchis,astur,NA,Madagascan Serpent Eagle,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gampsonyx,swainsonii,NA,Pearl Kite,NA,2.5,2,92.9,NA,NA,NA,NA,NA,NA,35,35,NA,NA,NA,NA,94,92.575,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Geranoaetus,albicaudatus,NA,White-tailed Hawk,1095.75,2,1,889,6.5,NA,NA,NA,NA,70,31.2,50.5,6.5,NA,NA,984,865,884,46.3,58.9,NA,52,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Geranoaetus,melanoleucus,NA,Black-chested Buzzard-Eagle,NA,2,NA,2433.75,42,NA,NA,NA,NA,98,NA,NA,42,NA,NA,2975.5,1919.5,2860,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Geranoaetus,polyosoma,NA,Variable Hawk,NA,2,NA,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141,825,NA,NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Geranospiza,caerulescens,NA,Crane Hawk,NA,2,NA,303,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,328,279,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,NA,Bearded Vulture,2544.276,1.5,1,5606.041667,40,NA,NA,NA,NA,220,55.75,107.5,40,NA,NA,6212.5,5075,5687.5,NA,NA,NA,109.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gypohierax,angolensis,NA,Palm-nut Vulture,1453.872,1,1,1600,27.1,NA,NA,NA,NA,107,44,90,27.1,NA,NA,1712,1505,1600,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gyps,africanus,NA,White-backed Vulture,2180.808,1,1,5442.5,19.7,NA,NA,150,NA,214,57,125,19.7,NA,NA,NA,NA,5452,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gyps,bengalensis,NA,White-rumped Vulture,NA,1,1,4871,17.2,NA,NA,NA,NA,204,48.5,91.32,17.2,NA,1,NA,NA,5212,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gyps,coprotheres,NA,Cape Vulture,1729.537,1,1,7862,41.4,NA,NA,187.5,NA,248,54.75,115,19.7,1460,NA,8525,8350,7971.5,NA,NA,NA,100.75,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gyps,fulvus,NA,Griffon Vulture,1460,1,1,7436,41.4,NA,NA,200,NA,252,54,113.75,41.4,1460,NA,8525,8350,7393,NA,NA,NA,101.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gyps,himalayensis,NA,Himalayan Vulture,NA,1,1,10000,NA,NA,NA,NA,NA,258,57,138,NA,NA,NA,9000,11000,10000,NA,NA,NA,106.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gyps,indicus,NA,Indian Vulture,1826.25,1,NA,5705,NA,NA,NA,NA,NA,235,50,NA,NA,NA,NA,NA,NA,5705,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gyps,rueppelli,NA,Ruppell's Vulture,2544.276,1,1,7400,NA,NA,NA,180,NA,225,55,130,NA,NA,NA,NA,NA,7400,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Gyps,tenuirostris,NA,Slender-billed Vulture,1826.25,1,NA,5705,NA,NA,NA,NA,NA,235,50,NA,NA,NA,NA,NA,NA,5705,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliaeetus,albicilla,NA,White-tailed Eagle,1729.537,2,1,4793,42,NA,NA,86,NA,132.5,39.5,73.75,29.83333333,1460,NA,5572,4014,4500,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliaeetus,humilis,NA,Lesser Fish Eagle,NA,3,NA,782.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.25,NA,NA,NA,60.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliaeetus,ichthyaetus,NA,Grey-headed Fish Eagle,NA,2,NA,2037.5,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,2485,1590,NA,NA,NA,NA,71.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,NA,Bald Eagle,1460,2,1,4740,48,NA,NA,NA,NA,117,35,74.25,32.96666667,1460,NA,5350,4130,5000,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliaeetus,leucogaster,NA,White-bellied Sea Eagle,1363.005,2,1,2751.5,10.41666667,NA,NA,NA,NA,117,NA,67.5,10.41666667,NA,NA,3330,2400,2638,NA,NA,NA,77.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliaeetus,leucoryphus,NA,Pallas's Fish Eagle,1817.34,2.5,1,2807.5,NA,NA,NA,NA,NA,117,40,87.5,NA,NA,NA,3088,2562,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliaeetus,pelagicus,NA,Steller's Sea Eagle,1817.34,2,1,7224.75,25,NA,NA,NA,NA,165,41.5,70,25,NA,NA,7885,5500,7757,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliaeetus,sanfordi,NA,Sanford's Sea Eagle,NA,NA,NA,2190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliaeetus,vocifer,NA,African Fish Eagle,1453.872,2,1,2806.5,40,NA,NA,NA,NA,120,44.25,70,24,NA,1,3400,2212.75,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliaeetus,vociferoides,NA,Madagascan Fish Eagle,NA,2,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliastur,indus,NA,Brahminy Kite,NA,2,NA,529,NA,NA,NA,NA,NA,49,26.5,52.5,NA,NA,NA,466,409,541.25,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Haliastur,sphenurus,NA,Whistling Kite,NA,2,1,755,11,NA,NA,NA,NA,56.5,36.5,NA,10.9,NA,NA,845,650,759,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Hamirostra,melanosternon,NA,Black-breasted Buzzard,NA,2,NA,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1196,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Harpagus,bidentatus,NA,Double-toothed Kite,NA,2,NA,198.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.5,187,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Harpagus,diodon,NA,Rufous-thighed Kite,NA,2,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Harpia,harpyja,NA,Harpy Eagle,1817.34,2,0.5,4800,16.8,NA,NA,NA,NA,143,55,144.5,16.8,NA,NA,8300,4550,NA,NA,NA,NA,95.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Harpyopsis,novaeguineae,NA,Papuan Eagle,NA,NA,NA,2000,30,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Helicolestes,hamatus,NA,Slender-billed Kite,NA,2,NA,424.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,421.5,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Henicopernis,longicauda,NA,Long-tailed Honey Buzzard,NA,NA,NA,588.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Hieraaetus,ayresii,NA,Ayres's Hawk-Eagle,NA,1,NA,909.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909.75,714,NA,NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Hieraaetus,morphnoides,NA,Little Eagle,NA,1.825,1,791,10.3,NA,NA,NA,NA,62,36.5,60.88,10.3,NA,NA,949,633,NA,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Hieraaetus,pennatus,NA,Booted Eagle,726.936,2,1,842,12,NA,NA,46.5,NA,60.3,36.25,52,12,NA,NA,975,705,NA,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Hieraaetus,wahlbergi,NA,Wahlberg's Eagle,1090.404,1,1,787,22.3,NA,NA,NA,NA,73,45.5,72.5,11.8,NA,NA,1223.5,641,1147,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Hieraaetus,weiskei,NA,Pygmy Eagle,NA,1.825,1,791,10.3,NA,NA,NA,NA,62,36.5,60.88,10.3,NA,NA,949,633,NA,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Ictinaetus,malaiensis,NA,Black Eagle,NA,1,NA,1027.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027.75,NA,NA,NA,72.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,NA,Mississippi Kite,365,2,1,281,11.2,NA,NA,17,NA,27,30.5,34,9.583333333,365,NA,311,245,305,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Ictinia,plumbea,NA,Plumbeous Kite,NA,1.45,NA,245.25,NA,NA,NA,NA,NA,27,NA,30,NA,NA,NA,256.5,241,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Kaupifalco,monogrammicus,NA,Lizard Buzzard,726.936,2,NA,278,8.6,NA,NA,NA,NA,31.2,33,40,8.6,NA,NA,310,244.25,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Leptodon,cayanensis,NA,Grey-headed Kite,NA,2.5,NA,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,261,501.25,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Leptodon,forbesi,NA,White-collared Kite,NA,NA,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Leucopternis,kuhli,NA,White-browed Hawk,NA,NA,NA,322.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,322.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Leucopternis,melanops,NA,Black-faced Hawk,NA,NA,NA,312.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.5,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Leucopternis,occidentalis,NA,NA,NA,1,NA,656,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,779,626.5,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Leucopternis,semiplumbeus,NA,Semiplumbeous Hawk,NA,NA,NA,287.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Lophaetus,occipitalis,NA,Long-crested Eagle,NA,1.53,1,1179.125,NA,NA,NA,60,NA,75,42,55,NA,NA,NA,1445,1137.75,1061.75,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Lophoictinia,isura,NA,Square-tailed Kite,NA,3,NA,585.5,17,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,670,501,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Lophotriorchis,kienerii,NA,Rufous-bellied Hawk-Eagle,NA,1,NA,815.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.5,NA,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Macheiramphus,alcinus,NA,Bat Hawk,NA,1.25,1,650,NA,NA,NA,NA,NA,NA,30,37.5,NA,NA,NA,NA,NA,650,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Megatriorchis,doriae,NA,Doria's Goshawk,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Melierax,canorus,NA,Pale Chanting Goshawk,NA,1.75,1,636,NA,NA,NA,NA,NA,54.5,37,53,NA,NA,NA,724,548,675,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Melierax,gabar,NA,NA,NA,2.25,NA,155.5,NA,NA,NA,NA,NA,22.5,33,32,NA,NA,NA,204,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Melierax,metabates,NA,Dark Chanting Goshawk,NA,1.2,1,758.5,NA,NA,NA,NA,NA,50,NA,42.5,NA,NA,NA,846.75,670.75,705,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Melierax,poliopterus,NA,Eastern Chanting Goshawk,NA,1.75,1,636,NA,NA,NA,NA,NA,54.5,37,53,NA,NA,NA,724,548,675,NA,NA,NA,53.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Micronisus,gabar,NA,Gabar Goshawk,NA,2.165,NA,166.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.5,106.5,177.5,NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Milvus,aegyptius,NA,Yellow-billed Kite,1095,2.5,1,828.5,24,NA,NA,43.5,NA,56,32,42.75,23.75,1095,NA,850,807,567.5,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Milvus,migrans,NA,Black Kite,1095,2.5,1,828.5,24,NA,NA,43.5,NA,56,32,42.75,23.75,1095,NA,850,807,567.5,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Milvus,milvus,NA,Red Kite,1001.835,2,1,1090,38,NA,NA,50,NA,62.5,31.5,58,26,1095,NA,1216,938.5,1100,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Morphnarchus,princeps,NA,Barred Hawk,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Morphnus,guianensis,NA,Crested Eagle,NA,2,NA,1750,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,1750,NA,1750,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Necrosyrtes,monachus,NA,Hooded Vulture,NA,1,1,2075,NA,NA,NA,NA,NA,121,51,100,NA,NA,NA,NA,NA,2075,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,NA,Egyptian Vulture,1817.34,2,1,2039.333333,37,NA,NA,NA,NA,94,42,80,37,NA,NA,2063,1964.5,1991,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
